TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
1,N,Deadpool,Fox,"$132,434,639",-,"3,558",-,"$37,222","$132,434,639",$58,1
2,1,Kung Fu Panda 3,Fox,"$19,755,738",-7.0%,"3,844",-143,"$5,139","$94,018,125",$145,3
3,N,How to Be Single,WB (NL),"$17,878,911",-,"3,343",-,"$5,348","$17,878,911",$38,1
4,N,Zoolander 2,Par.,"$13,841,146",-,"3,394",-,"$4,078","$13,841,146",-,1
5,4,The Revenant,Fox,"$6,525,668",-6.0%,"2,266",-752,"$2,880","$158,790,267",$135,8
6,2,"Hail, Caesar!",Uni.,"$6,395,545",-43.7%,"2,248",+16,"$2,845","$21,160,515",$22,2
7,3,Star Wars: The Force Awakens,BV,"$6,159,276",-11.7%,"1,810",-452,"$3,403","$914,804,240",$245,9
8,5,The Choice,LGF,"$5,220,939",-13.7%,"2,631",-,"$1,984","$13,230,490",-,2
9,8,Ride Along 2,Uni.,"$4,458,420",-2.2%,"1,564",-608,"$2,851","$82,989,655",$40,5
10,9,The Boy (2016),STX,"$3,140,355",-23.1%,"1,450",-764,"$2,166","$31,005,942",$10,4
11,7,The Finest Hours,BV,"$2,715,268",-43.7%,"1,794","-1,349","$1,514","$23,243,114",-,3
12,11,The 5th Wave,Sony,"$2,701,581",-28.4%,"1,444",-902,"$1,871","$29,520,951",$38,4
13,6,Pride and Prejudice and Zombies,SGem,"$2,561,107",-51.9%,"2,931",-,$874,"$9,452,304",$28,2
14,10,Dirty Grandpa,LGF,"$2,238,070",-44.6%,"1,612",-955,"$1,388","$33,128,990",$25,4
15,12,13 Hours: The Secret Soldiers of Benghazi,Par.,"$1,524,288",-46.5%,932,"-1,127","$1,636","$50,471,303",$50,5
16,14,The Big Short,Par.,"$1,345,071",-21.4%,535,-325,"$2,514","$65,676,908",$28,10
17,16,Brooklyn,FoxS,"$1,088,551",-7.7%,495,-208,"$2,199","$34,044,804",-,15
18,15,Daddy's Home,Par.,"$1,035,687",-29.9%,532,-486,"$1,947","$146,701,311",-,8
19,N,Where to Invade Next,Drft.,"$897,034",-,308,-,"$2,912","$996,424",-,1
20,17,Spotlight,ORF,"$698,951",-16.3%,455,-213,"$1,536","$37,204,863",-,15
21,13,Fifty Shades of Black,ORF,"$673,443",-67.6%,485,"-1,590","$1,389","$10,777,499",-,3
22,21,The Lady in the Van,SPC,"$553,778",+56.8%,130,+48,"$4,260","$1,973,190",-,11
23,19,45 Years,IFC,"$537,106",+12.9%,237,+83,"$2,266","$2,766,070",-,8
24,30,The Good Dinosaur,BV,"$478,654",+156.9%,277,+83,"$1,728","$121,200,780",-,12
25,18,Room,A24,"$449,940",-38.5%,316,-315,"$1,424","$12,001,918",-,18
26,20,2016 Oscar Nominated Short Films,Shrts.,"$433,541",+1.4%,225,+55,"$1,927","$1,847,028",-,3
27,23,Alvin and the Chipmunks: The Road Chip,Fox,"$347,890",+17.6%,277,-23,"$1,256","$84,068,031",-,9
28,N,Fitoor,UTV,"$347,164",-,147,-,"$2,362","$347,164",-,1
29,32,The Hunger Games: Mockingjay - Part 2,LGF,"$308,370",+90.1%,245,+38,"$1,259","$281,340,856",$160,13
30,31,The Monkey King 2 in 3D,CL,"$174,619",+4.9%,33,-5,"$5,291","$485,435",-,2
31,24,Ip Man 3,WGUSA,"$162,228",-41.2%,51,-61,"$3,181","$2,433,172",-,4
32,27,Carol,Wein.,"$161,705",-27.2%,141,-95,"$1,147","$12,097,699",-,13
33,22,The Hateful Eight,Wein.,"$147,077",-57.2%,151,-222,$974,"$53,326,071",$44,8
