TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
1,N,Black Panther,BV,"$202,003,951",-,"4,020",-,"$50,250","$202,003,951",-,1
2,2,Peter Rabbit,Sony,"$17,506,207",-30.0%,"3,725",-,"$4,700","$48,478,749",$50,2
3,1,Fifty Shades Freed,Uni.,"$17,307,545",-55.1%,"3,768",-,"$4,593","$76,499,000",$55,2
4,4,Jumanji: Welcome to the Jungle,Sony,"$7,937,970",-20.8%,"2,800",-336,"$2,835","$377,616,535",$90,9
5,3,The 15:17 to Paris,WB,"$7,586,015",-39.6%,"3,042",-,"$2,494","$25,333,732",$30,2
6,5,The Greatest Showman,Fox,"$5,033,518",-21.9%,"1,936",-437,"$2,600","$154,411,874",$84,9
7,N,Early Man,LGF,"$3,190,525",-,"2,494",-,"$1,279","$3,190,525",-,1
8,6,Maze Runner: The Death Cure,Fox,"$2,600,395",-58.2%,"1,892","-1,031","$1,374","$54,080,521",$62,4
9,7,Winchester,LGF,"$2,205,695",-57.7%,"1,479","-1,001","$1,491","$21,835,874",-,3
10,8,The Post,Fox,"$1,988,634",-45.2%,"1,050",-815,"$1,894","$76,598,006",$50,9
11,N,Samson,PFR,"$1,942,569",-,"1,249",-,"$1,555","$1,942,569",-,1
12,9,The Shape of Water,FoxS,"$1,660,921",-47.7%,957,-823,"$1,736","$53,239,635",-,12
13,13,"Three Billboards Outside Ebbing, Missouri",FoxS,"$1,514,240",-34.2%,780,-493,"$1,941","$47,983,746",-,15
14,12,12 Strong,WB,"$938,276",-65.8%,815,"-1,086","$1,151","$44,086,482",-,5
15,10,Den of Thieves,STX,"$933,933",-68.9%,730,-738,"$1,279","$43,435,863",-,5
16,15,Darkest Hour,Focus,"$927,190",-42.2%,602,-443,"$1,540","$53,168,882",-,13
17,14,"I, Tonya",Neon,"$907,443",-45.7%,502,-586,"$1,808","$27,011,562",-,11
18,11,Hostiles,ENTMP,"$837,565",-70.3%,767,"-1,447","$1,092","$28,314,390",-,9
19,19,Phantom Thread,Focus,"$718,235",-40.4%,355,-203,"$2,023","$17,714,859",-,8
20,N,Detective Chinatown 2,WB,"$704,047",-,115,-,"$6,122","$704,047",-,1
21,23,Coco,BV,"$689,687",-22.2%,385,-448,"$1,791","$207,170,354",-,13
22,25,The Oscar Nominated Short Films 2018,Shrts.,"$680,411",-2.1%,272,+74,"$2,502","$1,747,243",-,2
23,22,Lady Bird,A24,"$623,391",-30.9%,407,-244,"$1,532","$46,269,557",-,16
24,16,Star Wars: The Last Jedi,BV,"$617,698",-55.8%,351,-479,"$1,760","$618,040,475",-,10
25,20,La Boda de Valentina,PNT,"$532,308",-53.6%,331,-,"$1,608","$2,073,402",-,2
26,26,Call Me by Your Name,SPC,"$507,912",-24.8%,332,-143,"$1,530","$14,877,572",-,13
27,21,Padmaavat,VPD,"$475,980",-54.2%,140,-142,"$3,400","$11,436,332",-,4
28,18,Forever My Girl,RAtt.,"$422,932",-65.9%,401,-687,"$1,055","$15,679,599",$3.5,5
29,17,Paddington 2,WB,"$401,294",-69.2%,393,"-1,036","$1,021","$39,276,352",-,6
30,24,Pad Man,Sony,"$348,897",-52.9%,152,-,"$2,295","$1,344,707",-,2
31,N,Monster Hunt 2,LGF,"$341,834",-,69,-,"$4,954","$341,834",-,1
32,30,Ferdinand,Fox,"$294,904",-23.2%,251,-136,"$1,175","$82,381,301",$111,10
33,29,Molly's Game,STX,"$201,913",-55.5%,170,-367,"$1,188","$28,356,065",-,8
34,31,Wonder,LGF,"$200,428",-28.4%,193,-68,"$1,038","$131,662,322",-,14
35,34,Thor: Ragnarok,BV,"$195,697",-13.1%,149,-24,"$1,313","$314,593,821",$180,16
36,27,Insidious: The Last Key,Uni.,"$149,630",-74.9%,169,-376,$885,"$67,197,105",$10,7
37,32,Pitch Perfect 3,Uni.,"$139,435",-46.0%,157,-160,$888,"$104,630,980",$45,9
38,35,Justice League,WB,"$132,292",-22.4%,144,-44,$919,"$228,748,764",-,14
