TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
1,N,Jason Bourne,Uni.,"$59,215,365",-,"4,026",-,"$14,708","$59,215,365",$120,1
2,1,Star Trek Beyond,Par.,"$24,754,339",-58.2%,"3,928",-,"$6,302","$106,474,717",$185,2
3,N,Bad Moms,STX,"$23,817,340",-,"3,215",-,"$7,408","$23,817,340",$20,1
4,2,The Secret Life of Pets,Uni.,"$18,915,140",-36.1%,"3,677",-371,"$5,144","$296,882,885",$75,4
5,4,Ice Age: Collision Course,Fox,"$10,988,839",-48.6%,"3,997",+5,"$2,749","$42,598,462",$105,2
6,3,Lights Out,WB (NL),"$10,803,331",-50.2%,"2,835",+17,"$3,811","$42,870,363",$4.9,2
7,5,Ghostbusters (2016),Sony,"$10,125,735",-51.8%,"3,052",-911,"$3,318","$106,497,206",$144,3
8,N,Nerve,LGF,"$9,445,456",-,"2,538",-,"$3,722","$15,496,743",$19,1
9,6,Finding Dory,BV,"$4,322,747",-40.3%,"1,733",-843,"$2,494","$469,115,677",-,7
10,7,The Legend of Tarzan,WB,"$2,467,018",-62.5%,"1,503","-1,341","$1,641","$121,918,228",$180,5
11,9,Hillary's America: The Secret History of the Democratic Party,QF,"$2,456,526",-38.0%,"1,066",-151,"$2,304","$8,746,910",-,3
12,17,Cafe Society,LGF,"$2,333,300",+174.5%,565,+515,"$4,130","$3,990,260",-,3
13,8,Mike and Dave Need Wedding Dates,Fox,"$1,452,957",-66.9%,"1,070","-1,067","$1,358","$43,990,069",$33,4
14,19,Captain Fantastic,BST,"$1,061,090",+77.5%,550,+446,"$1,929","$2,462,869",-,4
15,11,Central Intelligence,WB (NL),"$907,215",-67.8%,652,-950,"$1,391","$125,300,228",$50,7
16,10,The Infiltrator,BG,"$856,589",-74.3%,650,-887,"$1,318","$14,387,490",-,3
17,14,Absolutely Fabulous: The Movie,FoxS,"$830,254",-55.4%,355,+42,"$2,339","$3,396,822",-,2
18,12,The Purge: Election Year,Uni.,"$739,375",-68.9%,510,"-1,191","$1,450","$78,392,445",$10,5
19,15,The BFG,BV,"$458,064",-54.8%,273,-413,"$1,678","$52,146,349",$140,5
20,N,Dishoom,Eros,"$442,299",-,113,-,"$3,914","$442,299",-,1
21,20,Hunt for the Wilderpeople,Orch.,"$365,728",-36.9%,174,-26,"$2,102","$2,939,788",-,6
22,21,The Jungle Book (2016),BV,"$308,383",-24.1%,225,-8,"$1,371","$362,219,292",$175,16
23,16,Independence Day: Resurgence,Fox,"$293,779",-67.5%,227,-503,"$1,294","$101,964,419",$165,6
24,23,Train to Busan,WGUSA,"$228,384",-19.8%,29,+2,"$7,875","$716,352",-,2
25,32,Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,"$219,734",+98.6%,170,+56,"$1,293","$81,375,756",$135,9
26,18,The Shallows,Sony,"$191,423",-70.0%,139,-374,"$1,377","$54,137,077",$17,6
27,24,The Conjuring 2,WB (NL),"$171,588",-37.0%,244,+9,$703,"$102,119,412",$40,8
28,28,A Beautiful Planet,Imax,"$159,065",-6.6%,36,+1,"$4,418","$4,455,125",-,14
29,37,Don't Think Twice,TFA,"$155,108",+67.1%,5,+4,"$31,022","$266,210",-,2
30,25,The Angry Birds Movie,Sony,"$147,382",-35.7%,178,-24,$828,"$107,011,419",$73,11
31,42,Alice Through the Looking Glass,BV,"$144,765",+187.6%,146,+68,$992,"$76,645,512",$170,10
32,22,Now You See Me 2,LG/S,"$112,791",-60.9%,135,-122,$835,"$64,554,806",-,8
33,26,Me Before You,WB (NL),"$108,007",-49.5%,188,-66,$575,"$56,009,152",$20,9
34,N,Indignation,RAtt.,"$93,125",-,4,-,"$23,281","$93,125",-,1
35,N,Gleason,ORF,"$91,583",-,9,-,"$10,176","$91,583",-,1
36,N,League of Gods,Sony,"$84,779",-,54,-,"$1,570","$84,779",-,1
37,N,Equity,SPC,"$82,434",-,4,-,"$20,609","$82,434",-,1
38,29,The Innocents,MBox,"$74,634",-40.5%,51,-10,"$1,463","$746,259",-,5
39,33,Captain America: Civil War,BV,"$73,609",-29.0%,85,-31,$866,"$406,938,832",$250,13
40,31,Love & Friendship,RAtt.,"$62,433",-45.7%,52,-36,"$1,201","$13,807,266",-,12
41,35,The Lobster (US Release),A24,"$50,261",-47.5%,31,-36,"$1,621","$8,568,445",-,12
42,38,The Music of Strangers,Orch.,"$37,252",-55.3%,50,-31,$745,"$1,001,042",-,8
43,34,Swiss Army Man,A24,"$26,796",-72.2%,33,-48,$812,"$4,093,541",-,6
44,44,Cold War 2,WGUSA,"$25,098",-37.2%,5,-2,"$5,020","$499,781",-,4
45,43,Our Little Sister,SPC,"$24,868",-43.7%,20,-,"$1,243","$184,760",-,4
