TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
1,N,Star Wars: The Last Jedi,BV,"$220,009,584",-,"4,232",-,"$51,987","$220,009,584",-,1
2,N,Ferdinand,Fox,"$13,401,586",-,"3,621",-,"$3,701","$13,401,586",$111,1
3,1,Coco,BV,"$9,949,471",-46.1%,"3,155",-593,"$3,154","$150,735,367",-,4
4,3,Wonder,LGF,"$5,226,277",-38.1%,"3,047",-472,"$1,715","$109,083,015",-,5
5,2,Justice League,WB,"$4,309,225",-55.4%,"2,702",-806,"$1,595","$219,595,572",-,5
6,6,Daddy's Home 2,Par.,"$3,812,824",-35.6%,"2,493",-770,"$1,529","$96,592,806",$69,6
7,5,Thor: Ragnarok,BV,"$3,133,416",-50.0%,"1,895","-1,152","$1,654","$306,527,536",$180,7
8,4,The Disaster Artist,A24,"$2,717,237",-57.3%,"1,010",+170,"$2,690","$13,012,368",-,3
9,7,Murder on the Orient Express (2017),Fox,"$2,527,507",-51.0%,"1,923","-1,166","$1,314","$97,310,249",$55,6
10,9,Lady Bird,A24,"$2,099,239",-39.2%,947,-610,"$2,217","$25,968,628",-,7
11,8,The Star,Sony,"$1,730,696",-53.3%,"1,936","-1,040",$894,"$35,330,916",$20,5
12,13,The Shape of Water,FoxS,"$1,710,811",+49.9%,158,+117,"$10,828","$3,593,375",-,3
13,11,"Three Billboards Outside Ebbing, Missouri",FoxS,"$1,587,087",-44.5%,944,-676,"$1,681","$21,336,065",-,6
14,12,A Bad Moms Christmas,STX,"$1,011,180",-60.8%,"1,038","-1,086",$974,"$70,753,119",$28,7
15,10,Just Getting Started,BG,"$1,008,113",-68.5%,"1,840",-321,$548,"$5,493,590",$22,2
16,15,Darkest Hour,Focus,"$847,525",+14.3%,84,+31,"$10,090","$2,338,373",-,4
17,17,Call Me by Your Name,SPC,"$486,415",+70.2%,30,+21,"$16,214","$1,999,893",-,4
18,24,Wonder Wheel,Amazon,"$460,068",+206.4%,536,+489,$858,"$839,323",-,3
19,N,Youth (2017),CL,"$338,604",-,30,-,"$11,287","$338,604",-,1
20,16,The Man Who Invented Christmas,BST,"$282,057",-60.6%,319,-401,$884,"$5,007,667",-,4
21,20,"I, Tonya",Neon,"$171,279",-35.2%,5,+1,"$34,256","$548,644",-,2
22,14,"Roman J. Israel, Esq.",Sony,"$140,232",-83.9%,238,"-1,215",$589,"$11,728,979",$22,5
