TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
1,N,Solo: A Star Wars Story,BV,"$84,420,489",-,"4,381",-,"$19,270","$84,420,489",-,1
2,1,Deadpool 2,Fox,"$43,463,043",-65.4%,"4,349",-,"$9,994","$208,170,395",$110,2
3,2,Avengers: Infinity War,BV,"$17,294,657",-41.3%,"3,768",-234,"$4,590","$622,489,295",-,5
4,3,Book Club,Par.,"$10,071,681",-25.8%,"2,810",+29,"$3,584","$32,279,691",-,2
5,4,Life of the Party ,WB (NL),"$5,379,490",-29.3%,"2,937",-719,"$1,832","$39,364,476",-,3
6,5,Breaking In (2018),Uni.,"$4,284,585",-37.2%,"1,985",-552,"$2,158","$35,873,240",$6,3
7,6,Show Dogs,Global Road,"$3,267,165",-45.8%,"3,212",-,"$1,017","$10,861,890",-,2
8,7,Overboard (2018),PNT,"$3,133,567",-32.3%,"1,196",-624,"$2,620","$41,627,980",-,4
9,8,A Quiet Place,Par.,"$2,435,143",-38.3%,"1,524",-803,"$1,598","$180,133,522",$17,8
10,12,RBG,Magn.,"$1,288,422",+2.8%,415,+40,"$3,105","$5,902,521",-,4
11,9,Rampage (2018),WB (NL),"$844,546",-46.5%,688,-778,"$1,228","$93,939,561",$120,7
12,10,Super Troopers 2,Fox,"$612,679",-52.7%,221,-257,"$2,772","$29,912,754",$13.5,6
13,11,I Feel Pretty,STX,"$511,573",-59.6%,551,-954,$928,"$47,678,706",$32,6
14,13,Black Panther,BV,"$481,106",-44.1%,440,-495,"$1,093","$698,617,348",-,15
15,15,Disobedience,BST,"$418,713",-19.8%,224,-23,"$1,869","$2,572,787",-,5
16,16,Pope Francis - A Man of His Word,Focus,"$309,960",-39.0%,385,+39,$805,"$1,115,425",-,2
17,30,First Reformed,A24,"$291,860",+199.2%,29,+25,"$10,064","$434,822",-,2
18,20,Sherlock Gnomes,Par.,"$251,225",-15.6%,298,-121,$843,"$42,583,451",$59,10
19,25,A Wrinkle in Time,BV,"$231,377",+43.9%,202,-28,"$1,145","$97,676,573",-,12
20,18,Ready Player One,WB,"$217,106",-40.6%,241,-147,$901,"$135,663,855",-,9
21,19,Isle Of Dogs,FoxS,"$213,852",-38.0%,162,-126,"$1,320","$31,116,827",-,10
22,14,Tully (2018),Focus,"$209,565",-62.6%,191,-479,"$1,097","$8,926,125",-,4
23,17,Blockers,Uni.,"$206,990",-55.3%,197,-242,"$1,051","$59,401,215",$21,8
24,N,How Long Will I Love U,WGUSA,"$204,733",-,23,-,"$8,901","$204,733",-,1
25,24,The Rider,SPC,"$186,092",+14.7%,107,+17,"$1,739","$1,372,675",-,7
26,28,Beast,RAtt.,"$184,884",+81.1%,93,+62,"$1,988","$416,959",-,3
27,21,Truth or Dare,Uni.,"$111,990",-55.4%,153,-227,$732,"$40,505,285",$3.5,7
28,37,The Seagull,SPC,"$111,847",+75.1%,29,+16,"$3,857","$324,826",-,3
29,31,Let the Sunshine In,IFC,"$109,451",+25.9%,67,+18,"$1,634","$546,148",-,5
30,27,Pandas,WB,"$109,374",-12.0%,35,-,"$3,125","$1,595,187",-,8
31,22,2001: A Space Odyssey (2018 re-release),WB,"$99,238",-51.1%,4,-,"$24,810","$421,035",-,2
32,23,I Can Only Imagine,RAtt.,"$95,510",-44.3%,153,-121,$624,"$82,999,919",$7,11
33,43,On Chesil Beach,BST,"$94,540",+164.3%,25,+21,"$3,782","$149,489",-,2
34,40,Traffik,LGF,"$51,629",+6.0%,75,-6,$688,"$9,152,376",-,6
35,32,Chappaquiddick,ENTMP,"$50,659",-41.5%,74,-76,$685,"$17,266,281",-,8
