TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
1,N,Thor: Ragnarok,BV,"$122,744,989",-,"4,080",-,"$30,085","$122,744,989",$180,1
2,N,A Bad Moms Christmas,STX,"$16,759,161",-,"3,615",-,"$4,636","$21,285,267",$28,1
3,1,Jigsaw,LGF,"$6,558,146",-60.6%,"2,941",-,"$2,230","$28,694,617",$10,2
4,2,Tyler Perry's Boo 2! A Madea Halloween,LGF,"$4,541,190",-54.8%,"2,202",-186,"$2,062","$42,849,613",$25,3
5,3,Geostorm,WB,"$3,194,031",-45.9%,"2,666",-580,"$1,198","$28,929,372",$120,3
6,4,Happy Death Day,Uni.,"$2,699,715",-46.8%,"2,184","-1,351","$1,236","$52,853,220",$4.8,4
7,5,Blade Runner 2049,WB,"$2,321,372",-43.6%,"1,464",-957,"$1,586","$85,542,502",$150,5
8,6,Thank You for Your Service (2017),Uni.,"$2,207,855",-42.2%,"2,083",+29,"$1,060","$7,302,585",$20,2
9,7,Only The Brave,Sony,"$1,920,075",-45.2%,"2,073",-504,$926,"$15,300,542",$38,3
10,11,Let there be Light,ADC,"$1,697,448",-1.9%,642,+269,"$2,644","$4,089,804",-,2
11,8,The Foreigner,STX,"$1,596,414",-53.6%,"1,456","-1,049","$1,096","$31,994,397",$35,4
12,13,Victoria and Abdul,Focus,"$1,206,935",-26.5%,796,-248,"$1,516","$19,861,654",-,7
13,9,Suburbicon,Par.,"$1,185,036",-58.3%,"2,046",-,$579,"$5,081,606",-,2
14,N,LBJ,Electric,"$1,110,565",-,659,-,"$1,685","$1,110,565",-,1
15,10,It,WB (NL),"$1,001,288",-60.0%,"1,081","-1,479",$926,"$325,879,722",$35,9
16,14,Kingsman: The Golden Circle,Fox,"$818,414",-49.6%,802,-687,"$1,020","$98,682,466",$104,7
17,12,American Made,Uni.,"$799,595",-53.0%,663,-895,"$1,206","$49,979,430",$50,6
18,16,The LEGO Ninjago Movie,WB,"$793,007",-37.8%,835,-639,$950,"$57,511,830",-,7
19,22,The Florida Project,A24,"$633,735",+21.3%,189,+44,"$3,353","$2,996,678",-,5
20,19,My Little Pony: The Movie,LGF,"$602,945",-41.3%,785,-897,$768,"$20,861,496",-,5
21,23,Loving Vincent,Good Deed,"$601,290",+27.4%,205,+44,"$2,933","$3,044,420",-,7
22,20,Marshall,ORF,"$503,730",-44.3%,514,-307,$980,"$7,824,499",$12,4
23,15,The Mountain Between Us,Fox,"$480,148",-63.3%,716,"-1,313",$671,"$28,974,935",$35,5
24,17,Same Kind of Different as Me,PFR,"$445,786",-64.4%,524,-714,$851,"$5,752,206",-,3
25,26,The Killing of a Sacred Deer,A24,"$393,040",+74.6%,86,+53,"$4,570","$899,965",-,3
26,N,Lady Bird,A24,"$364,437",-,4,-,"$91,109","$364,437",-,1
27,24,Goodbye Christopher Robin,FoxS,"$359,060",+6.2%,262,+49,"$1,370","$1,165,445",-,4
28,N,ITTEFAQ,Yash,"$298,032",-,67,-,"$4,448","$298,032",-,1
29,31,Wonderstruck,RAtt.,"$231,713",+75.6%,121,+79,"$1,915","$501,064",-,3
30,29,Jane (2017),Abr.,"$221,442",+51.0%,55,+30,"$4,026","$509,454",-,3
31,27,Despicable Me 3,Uni.,"$214,080",+25.2%,194,-16,"$1,104","$263,770,065",$80,19
32,25,Battle of the Sexes,FoxS,"$186,302",-42.1%,158,-133,"$1,179","$12,318,748",-,7
33,18,The Snowman,Uni.,"$167,685",-86.2%,524,"-1,291",$320,"$6,540,965",$35,3
34,37,The Square,Magn.,"$122,990",+65.7%,20,+16,"$6,150","$228,446",-,2
35,33,The Emoji Movie,Sony,"$85,682",-11.9%,133,-65,$644,"$85,908,559",$50,15
36,53,Leap!,Wein.,"$82,877",+247.5%,110,+48,$753,"$21,634,665",-,11
37,34,Spider-Man: Homecoming,Sony,"$81,111",-16.0%,144,-37,$563,"$334,033,047",$175,18
38,40,American Assassin,LGF,"$78,316",+11.2%,159,-16,$493,"$36,214,422",$33,8
39,36,Lucky (2017),Magn.,"$58,742",-34.0%,63,-40,$932,"$823,843",-,6
40,55,Novitiate,SPC,"$52,653",+131.7%,16,+13,"$3,291","$87,248",-,2
41,48,Wind River,Wein.,"$52,373",+48.8%,105,+25,$499,"$33,695,936",$11,14
42,32,Flatliners (2017),Sony,"$50,924",-60.7%,104,-159,$490,"$16,815,632",$19,6
43,N,Blade of the Immortal,Magn.,"$49,569",-,30,-,"$1,652","$49,569",-,1
44,44,Dunkirk,WB,"$47,766",-13.0%,65,-43,$735,"$187,928,227",$100,16
45,38,Faces Places,Cohen,"$45,825",-37.2%,28,-14,"$1,637","$363,743",-,5
46,41,Human Flow,Magn.,"$40,981",-30.4%,34,-,"$1,205","$353,168",-,4
47,N,Last Flag Flying,LGF,"$40,558",-,4,-,"$10,140","$40,558",-,1
