TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
1,1,The Jungle Book (2016),BV,"$61,538,821",-40.4%,"4,028",-,"$15,278","$192,213,247",$175,2
2,N,The Huntsman: Winter's War,Uni.,"$19,445,035",-,"3,791",-,"$5,129","$19,445,035",$115,1
3,2,Barbershop: The Next Cut,WB (NL),"$10,518,254",-48.0%,"2,676",+15,"$3,931","$35,719,746",-,2
4,5,Zootopia,BV,"$6,579,545",-19.2%,"2,798",-411,"$2,352","$316,404,151",-,8
5,3,The Boss,Uni.,"$6,228,205",-37.5%,"3,375",-120,"$1,845","$49,656,410",$29,3
6,4,Batman v Superman: Dawn of Justice,WB,"$5,502,033",-39.1%,"3,066",-439,"$1,795","$319,483,636",$250,5
7,6,Criminal (2016),LG/S,"$3,116,777",-46.0%,"2,683",-,"$1,162","$10,881,263",-,2
8,7,My Big Fat Greek Wedding 2,Uni.,"$2,096,025",-35.7%,"1,749",-548,"$1,198","$55,370,765",-,5
9,N,Compadres,PNT,"$1,397,434",-,368,-,"$3,797","$1,397,434",-,1
10,10,Eye in the Sky,BST,"$1,204,335",-22.5%,838,-53,"$1,437","$14,956,486",-,7
11,N,A Hologram for the King,RAtt.,"$1,138,578",-,401,-,"$2,839","$1,138,578",-,1
12,9,God's Not Dead 2,PFR,"$1,119,889",-40.4%,"1,168",-443,$959,"$18,958,215",-,4
13,8,Miracles from Heaven,TriS,"$1,073,517",-44.6%,"1,264",-818,$849,"$58,759,303",$13,6
14,15,Deadpool,Fox,"$680,518",-30.2%,594,-197,"$1,146","$361,132,461",$58,11
15,19,Everybody Wants Some!!,Par.,"$652,690",+52.3%,454,+320,"$1,438","$2,345,937",-,4
16,23,Miles Ahead,SPC,"$639,032",+227.5%,527,+480,"$1,213","$1,334,920",-,4
17,16,"Hello, My Name is Doris",RAtt.,"$636,746",-18.5%,496,-154,"$1,284","$11,964,457",-,7
18,13,The Divergent Series: Allegiant,LG/S,"$635,453",-53.6%,852,-632,$746,"$65,038,769",-,6
19,14,10 Cloverfield Lane,Par.,"$553,313",-47.7%,595,-490,$930,"$70,728,064",-,7
20,N,Elvis & Nixon,BST,"$466,447",-,381,-,"$1,224","$466,447",-,1
