TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
1,1,Deadpool,Fox,"$31,115,195",-44.9%,"3,856",+134,"$8,069","$285,254,204",$58,3
2,N,Gods of Egypt,LG/S,"$14,123,903",-,"3,117",-,"$4,531","$14,123,903",$140,1
3,2,Kung Fu Panda 3,Fox,"$8,898,439",-28.9%,"3,296",-152,"$2,700","$128,353,798",$145,5
4,3,Risen,Sony,"$6,815,021",-42.3%,"2,915",-,"$2,338","$22,518,768",$20,2
5,N,Triple 9,ORF,"$6,109,085",-,"2,205",-,"$2,771","$6,109,085",-,1
6,N,Eddie the Eagle,Fox,"$6,084,682",-,"2,042",-,"$2,980","$6,084,682",$23,1
7,4,The Witch,A24,"$5,066,908",-42.4%,"2,204",+158,"$2,299","$16,675,437",$4,2
8,5,How to Be Single,WB (NL),"$5,008,362",-38.9%,"3,047",-310,"$1,644","$39,479,228",$38,3
9,6,Race (2016),Focus,"$4,103,290",-44.2%,"2,387",+18,"$1,719","$13,692,912",-,2
10,9,The Revenant,Fox,"$3,953,291",+2.2%,"1,645",-294,"$2,403","$170,659,760",$135,10
11,8,Star Wars: The Force Awakens,BV,"$2,986,439",-23.6%,"1,433",-185,"$2,084","$925,988,323",$245,11
12,7,Zoolander 2,Par.,"$2,232,829",-59.1%,"1,974","-1,444","$1,131","$27,343,298",-,3
13,11,Ride Along 2,Uni.,"$1,506,610",-32.4%,941,-269,"$1,601","$88,493,095",$40,7
14,10,"Hail, Caesar!",Uni.,"$1,208,080",-56.0%,959,-767,"$1,260","$28,380,890",$22,4
15,13,The Lady in the Van,SPC,"$1,179,937",-21.6%,602,+62,"$1,960","$5,823,009",-,13
16,19,The Big Short,Par.,"$1,009,722",+13.0%,543,+111,"$1,860","$68,520,574",$28,12
17,14,The Boy (2016),STX,"$891,992",-37.9%,672,-305,"$1,327","$34,544,271",$10,6
18,15,The 5th Wave,Sony,"$852,155",-35.1%,588,-262,"$1,449","$33,096,957",$38,6
19,12,The Choice,LGF,"$829,725",-54.0%,"1,060",-757,$783,"$18,018,692",-,4
20,20,Brooklyn,FoxS,"$750,834",-2.1%,477,+34,"$1,574","$36,525,461",-,17
21,26,Spotlight,ORF,"$735,999",+40.9%,685,+284,"$1,074","$39,121,520",-,17
22,17,The Mermaid (Mei ren yu),Sony,"$702,610",-28.7%,77,+42,"$9,125","$2,048,863",-,2
23,27,Room,A24,"$579,820",+42.1%,530,+178,"$1,094","$13,474,429",-,20
24,24,Daddy's Home,Par.,"$548,858",-3.9%,369,-39,"$1,487","$148,397,875",-,10
25,23,Neerja,FIP,"$458,242",-26.9%,121,+48,"$3,787","$1,256,109",-,2
26,16,The Finest Hours,BV,"$434,041",-57.0%,507,-439,$856,"$26,353,900",-,5
27,18,Busco Novio Para Mi Mujer,PNT,"$364,570",-59.6%,357,-,"$1,021","$1,484,926",-,2
28,25,Where to Invade Next,Drft.,"$360,506",-36.1%,212,-63,"$1,701","$2,580,939",-,3
29,21,Dirty Grandpa,LGF,"$304,165",-57.1%,362,-427,$840,"$35,126,106",$25,6
30,22,13 Hours: The Secret Soldiers of Benghazi,Par.,"$300,075",-52.4%,320,-281,$938,"$52,255,291",$50,7
31,28,The Good Dinosaur,BV,"$295,219",-21.3%,250,-14,"$1,181","$122,259,800",-,14
32,29,45 Years,IFC,"$240,068",-27.7%,210,-41,"$1,143","$3,774,240",-,10
